id,domain,topic,subtopic,template
HIST.2.2,History: Prehistory and Ancient History,Ancient Civilizations,"Mesopotamia, Egypt, and the Ancient Near East: Emergence of urban centers, writing systems (cuneiform, hieroglyphics), political structures, religion, and law such as the Code of Hammurabi",definition
HIST.2.2,History: Prehistory and Ancient History,Ancient Civilizations,"The Indus Valley and Ancient China: Urban planning, trade, and early state formation; Philosophical and cultural developments in ancient China",definition
HIST.2.2,History: Prehistory and Ancient History,Ancient Civilizations,"Classical Civilizations: Ancient Greece with democracy, philosophy, and the arts; The Roman Republic and Empire with law, military, governance",definition
HIST.2.2,History: Prehistory and Ancient History,Ancient Civilizations,"Other regions: Pre-Columbian cultures, sub-Saharan Africa, and early civilizations in the Americas",definition
HIST.2.3,History: Prehistory and Ancient History,Comparative Early Civilizations,"Common Features of Early Societies: Urbanization, writing systems, religion, trade, and governance; Environmental adaptations and agriculture across regions",definition
HIST.2.3,History: Prehistory and Ancient History,Comparative Early Civilizations,Cross-Cultural Interactions: Proto-global trade networks and shared technologies; Comparative perspectives on development and decline,definition
HIST.3.1,History: Medieval History,Early to High Middle Ages,The Rise of Feudalism and Manorialism,definition
HIST.3.1,History: Medieval History,Early to High Middle Ages,Social and economic structures in medieval Europe,definition
HIST.3.1,History: Medieval History,Early to High Middle Ages,The role of the Church and monasticism in preserving knowledge,definition
HIST.3.1,History: Medieval History,Early to High Middle Ages,"Cultural and Intellectual Life: Scholasticism, medieval philosophy, and the transmission of classical texts; Art, architecture (Romanesque and early Gothic), and literature",definition
HIST.3.2,History: Medieval History,Late Middle Ages,"Transformations and Crises: The impact of the Crusades, the Black Death, and famines; Changes in political power and the rise of nation-states",definition
HIST.3.2,History: Medieval History,Late Middle Ages,Socioeconomic Developments: Trade expansion and the early rise of capitalism; Shifts in social structure and urbanization,definition
HIST.4.1,History: Early Modern History,Renaissance and Reformation,"Revival of Classical Learning: Humanism, art, literature, and science during the Renaissance; Changes in educational and cultural paradigms",definition
HIST.4.1,History: Early Modern History,Renaissance and Reformation,"Religious Reformation and Its Aftermath: Martin Luther, the Protestant Reformation, and the Catholic Counter-Reformation; Impact on politics, society, and identity",definition
HIST.4.2,History: Early Modern History,Age of Exploration and Colonialism,"Global Exploration and Expansion: Navigational advances, voyages of discovery, encounters between worlds; Establishment of trade routes, colonies, and cultural exchanges",definition
HIST.4.2,History: Early Modern History,Age of Exploration and Colonialism,"The Columbian Exchange and Its Effects: Diffusion of plants, animals, and diseases; Economic and social transformations in both the Old and New Worlds",definition
HIST.4.3,History: Early Modern History,Scientific Revolution and Enlightenment,"The Transformation of Knowledge: Emergence of modern science, empirical methods, and rational thought; Key figures such as Galileo and Newton and transformative ideas",definition
HIST.4.3,History: Early Modern History,Scientific Revolution and Enlightenment,"Political and Social Reforms: Enlightenment ideals including individual rights, democracy, and reason; Impact on political theory and societal change",definition
HIST.5.1,History: Modern History,The Industrial Revolution,"Technological and Economic Transformations: Innovations in manufacturing, transportation, and communication; Urbanization, labor movements, and the rise of capitalism",definition
HIST.5.1,History: Modern History,The Industrial Revolution,"Social and Cultural Shifts: Changes in family structures, gender roles, and social hierarchies; Development of modern consumer culture",definition
HIST.5.2,History: Modern History,Revolutions and Political Transformations,"The Age of Revolutions: American, French, and Latin American revolutions and the birth of modern nation-states; Ideological shifts and the role of Enlightenment thought in political change",definition
HIST.5.2,History: Modern History,Revolutions and Political Transformations,"Emergence of Modern Ideologies: Liberalism, conservatism, socialism, and nationalism; The impact of these ideologies on global politics",definition
HIST.5.3,History: Modern History,World Wars and Global Conflicts,"Causes and Consequences of World War I and World War II: Military strategies, technological advancements, and international alliances; Postwar reconstruction, the emergence of the United Nations, and decolonization",definition
HIST.5.3,History: Modern History,World Wars and Global Conflicts,"The Cold War Era: Ideological conflict between the superpowers, proxy wars, and nuclear arms race; The fall of communism and the reshaping of global power dynamics",definition
HIST.6.1,History: Contemporary History,Post-Cold War World,"Globalization and Economic Integration: The rise of multinational corporations, trade agreements, and the digital economy; Cultural exchange and the diffusion of global popular culture",definition
HIST.6.1,History: Contemporary History,Post-Cold War World,"Political and Social Transformations: The evolution of democratic institutions and global governance; Social movements such as civil rights, feminism, environmentalism, and digital activism",definition
HIST.6.2,History: Contemporary History,Recent Developments and Current Issues,"Technology and Society in the 21st Century: The impact of the internet, social media, and digital transformation on communication and politics; Cybersecurity, privacy issues, and ethical debates in a connected world",definition
HIST.6.2,History: Contemporary History,Recent Developments and Current Issues,"Global Challenges: Climate change, migration, and resource conflicts; Responses to pandemics, international cooperation, and resilience strategies",definition
HIST.6.3,History: Contemporary History,"Memory, Identity, and Public History","Public Memory and Commemoration: Memorials, monuments, and national narratives; Museums, heritage sites, and collective memory",definition
HIST.6.3,History: Contemporary History,"Memory, Identity, and Public History","Contested Histories and Historical Identity: Textbook debates, statue removals, and history in public discourse; The impact of history on national and cultural identity",definition
HIST.7.1,History: Specialized Areas and Thematic Studies,"Economic, Social, and Cultural History","Economic History: Industrialization, global trade, and financial crises",definition
HIST.7.1,History: Specialized Areas and Thematic Studies,"Economic, Social, and Cultural History","Social History: Daily life, demographics, and the evolution of social identities",definition
HIST.7.1,History: Specialized Areas and Thematic Studies,"Economic, Social, and Cultural History","Cultural History: Art, literature, religion, and ideology as reflections of historical change",definition
HIST.7.2,History: Specialized Areas and Thematic Studies,Intellectual History and the History of Ideas,"The Evolution of Philosophy, Science, and Political Thought; Key movements and thinkers that influenced societies over time; Interaction between ideas and power structures",definition
HIST.7.3,History: Specialized Areas and Thematic Studies,Histories of Specific Regions,"Regional Histories: Europe, Asia, Africa, the Americas, and Oceania; Comparative approaches and cross-cultural interactions; The role of imperialism, colonization, and postcolonial developments",definition
HIST.7.4,History: Specialized Areas and Thematic Studies,Environmental and Global History,"Human-Environment Interactions: The impact of agriculture, industry, and technology on natural resources",definition
HIST.7.4,History: Specialized Areas and Thematic Studies,Environmental and Global History,"Global Histories of Migration, Trade, and Disease: How human movements and exchanges have shaped societies and ecosystems",definition
HIST.7.5,History: Specialized Areas and Thematic Studies,"History of Science, Technology, and Medicine",Scientific and Technological Change Over Time: Major revolutions and innovations in science and engineering; Historical impacts of communication and industrial technologies,definition
HIST.7.5,History: Specialized Areas and Thematic Studies,"History of Science, Technology, and Medicine","Medicine and Public Health in Historical Context: Epidemics, healthcare systems, and medical ethics; The relationship between scientific knowledge and social power",definition
HIST.8.1,History: Historiography and Research Methods,Historiographical Trends,"Major Schools of Thought and Paradigm Shifts in History Writing: Marxist, Annales, postcolonial, feminist, and digital historiography",definition
HIST.8.1,History: Historiography and Research Methods,Historiographical Trends,"Debates Over Objectivity, Narrative, and Memory in Historical Discourse",definition
HIST.8.2,History: Historiography and Research Methods,Methodological Approaches,"Qualitative and Quantitative Methods in Historical Research: Archival research, oral history, archaeology, and digital humanities",definition
HIST.8.2,History: Historiography and Research Methods,Methodological Approaches,"Critical Analysis of Sources: Techniques for source evaluation, contextualization, and corroboration",definition
HIST.8.3,History: Historiography and Research Methods,Writing and Communication in History,"Structuring Historical Narratives and Arguments: Crafting theses, synthesizing evidence, and engaging with historiographical debates",definition
HIST.8.3,History: Historiography and Research Methods,Writing and Communication in History,"Presenting Research: Academic writing, conferences, and multimedia projects",definition
SOCSCI.1,Social Sciences,Foundations & Theoretical Perspectives,Introduction to Social Sciences and its Scope,definition
SOCSCI.1,Social Sciences,Foundations & Theoretical Perspectives,"Major Theoretical Traditions (Functionalism, Conflict Theory, Symbolic Interactionism, Structuralism, etc.)",definition
SOCSCI.1,Social Sciences,Foundations & Theoretical Perspectives,Research Methodologies and Methods,definition
SOCSCI.1,Social Sciences,Foundations & Theoretical Perspectives,Philosophy and Ethics of Social Sciences,definition
SOCSCI.2,Social Sciences,Core Disciplines,Sociology and Social Structures,definition
SOCSCI.2,Social Sciences,Core Disciplines,Political Science and Governance,definition
SOCSCI.2,Social Sciences,Core Disciplines,Anthropology and Cultural Studies,definition
SOCSCI.2,Social Sciences,Core Disciplines,Social Psychology and Human Behavior,definition
SOCSCI.2,Social Sciences,Core Disciplines,Human Geography and Spatial Analysis,definition
SOCSCI.2,Social Sciences,Core Disciplines,Communication and Media Studies,definition
SOCSCI.2,Social Sciences,Core Disciplines,Demography and Population Studies,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Criminology and Criminal Justice,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Economics from a Social Science Perspective,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Education and Social Policy,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Public Health and Social Work,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Gender Studies and Intersectionality,definition
SOCSCI.3,Social Sciences,Interdisciplinary and Applied Fields,Environmental Sociology and Sustainability,definition
SOCSCI.4,Social Sciences,Research Methods & Theory Integration,Quantitative and Statistical Techniques,definition
SOCSCI.4,Social Sciences,Research Methods & Theory Integration,Qualitative and Ethnographic Techniques,definition
SOCSCI.4,Social Sciences,Research Methods & Theory Integration,Comparative and Historical Methods,definition
SOCSCI.4,Social Sciences,Research Methods & Theory Integration,Theory Integration and Interdisciplinary Research,definition
SOCSCI.4,Social Sciences,Research Methods & Theory Integration,Philosophy of Method and Meta-methodology,definition
SOCSCI.5,Social Sciences,Emerging & Global Trends,Globalization and Transnational Issues,definition
SOCSCI.5,Social Sciences,Emerging & Global Trends,Digital Society and Information Technology,definition
SOCSCI.5,Social Sciences,Emerging & Global Trends,Environmental Sustainability and Social Justice,definition
SOCSCI.5,Social Sciences,Emerging & Global Trends,"Social Innovation, Activism and Policy",definition
SOCSCI.5,Social Sciences,Emerging & Global Trends,Artificial Intelligence and Data Analytics in Social Sciences,definition
SOCSCI.6,Social Sciences,Professional Practice & Future Directions,Careers and Professional Practice in Social Sciences,definition
SOCSCI.6,Social Sciences,Professional Practice & Future Directions,"Communication, Dissemination, and Public Engagement",definition
SOCSCI.6,Social Sciences,Professional Practice & Future Directions,Ethical and Regulatory Frameworks,definition
SOCSCI.6,Social Sciences,Professional Practice & Future Directions,Lifelong Learning and Continuing Education,definition
SOCSCI.6,Social Sciences,Professional Practice & Future Directions,"Future Directions, Challenges, and Opportunities",definition
LING.1,Languages & Linguistics,Foundations of Language & Linguistics,Introduction to Language Studies,definition
LING.1,Languages & Linguistics,Foundations of Language & Linguistics,Basic Terminology and Linguistic Concepts,definition
LING.1,Languages & Linguistics,Foundations of Language & Linguistics,Origin and Evolution of Language,definition
LING.1,Languages & Linguistics,Foundations of Language & Linguistics,Language Typology and Universals,definition
LING.2,Languages & Linguistics,Theoretical Linguistics,Phonetics and Phonology,definition
LING.2,Languages & Linguistics,Theoretical Linguistics,Morphology and Lexicon,definition
LING.2,Languages & Linguistics,Theoretical Linguistics,Syntax and Grammar,definition
LING.2,Languages & Linguistics,Theoretical Linguistics,Semantics and Pragmatics,definition
LING.2,Languages & Linguistics,Theoretical Linguistics,Morphophonology and Morphological Processes,definition
LING.3,Languages & Linguistics,Language Acquisition & Learning,First Language Acquisition and Child Language Development,definition
LING.3,Languages & Linguistics,Language Acquisition & Learning,Second Language Acquisition and Bilingualism,definition
LING.3,Languages & Linguistics,Language Acquisition & Learning,Language Learning Methodologies and Pedagogy,definition
LING.3,Languages & Linguistics,Language Acquisition & Learning,Language Assessment and Proficiency Testing,definition
LING.3,Languages & Linguistics,Language Acquisition & Learning,Psycholinguistics of Acquisition,definition
LING.4,Languages & Linguistics,Sociolinguistics & Discourse Studies,Language Variation and Social Identity,definition
LING.4,Languages & Linguistics,Sociolinguistics & Discourse Studies,Discourse Analysis and Conversation Analysis,definition
LING.4,Languages & Linguistics,Sociolinguistics & Discourse Studies,Pragmatics and Cross-Cultural Communication,definition
LING.4,Languages & Linguistics,Sociolinguistics & Discourse Studies,Language in Society and Language Policy,definition
LING.4,Languages & Linguistics,Sociolinguistics & Discourse Studies,Applied Sociolinguistics and Language Planning,definition
LING.5,Languages & Linguistics,Historical & Comparative Linguistics,Historical Linguistics and Language Change,definition
LING.5,Languages & Linguistics,Historical & Comparative Linguistics,Comparative and Typological Linguistics,definition
LING.5,Languages & Linguistics,Historical & Comparative Linguistics,Etymology and Lexicography,definition
LING.5,Languages & Linguistics,Historical & Comparative Linguistics,Language Families and Proto-Language Reconstruction,definition
LING.5,Languages & Linguistics,Historical & Comparative Linguistics,Language Contact and Borrowing,definition
LING.6,Languages & Linguistics,Psycholinguistics & Neurolinguistics,Cognitive Processes and Language,definition
LING.6,Languages & Linguistics,Psycholinguistics & Neurolinguistics,Brain and Language,definition
LING.6,Languages & Linguistics,Psycholinguistics & Neurolinguistics,Speech Perception and Production,definition
LING.6,Languages & Linguistics,Psycholinguistics & Neurolinguistics,Language Disorders and Aphasia,definition
LING.6,Languages & Linguistics,Psycholinguistics & Neurolinguistics,Experimental Methods and Neuroimaging,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Language Teaching and Education,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Translation and Interpretation,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Computational Linguistics and NLP,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Corpus Linguistics and Lexicography,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Speech and Language Processing,definition
LING.7,Languages & Linguistics,Applied Linguistics & Language Technologies,Language Documentation and Revitalization,definition
LING.8,Languages & Linguistics,Research Methodologies & Interdisciplinary Studies,Data Collection and Analysis (Quantitative and Qualitative),definition
LING.8,Languages & Linguistics,Research Methodologies & Interdisciplinary Studies,Fieldwork and Corpus Studies,definition
LING.8,Languages & Linguistics,Research Methodologies & Interdisciplinary Studies,Experimental and Psycholinguistic Methods,definition
LING.8,Languages & Linguistics,Research Methodologies & Interdisciplinary Studies,"Interdisciplinary Research (Cognitive Science, Anthropology, etc.)",definition
LING.8,Languages & Linguistics,Research Methodologies & Interdisciplinary Studies,"Ethics, Replication, and Reproducibility",definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,Academic Research and Teaching,definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,"Translation, Interpretation, and Localization",definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,Language Policy and Advocacy,definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,"Publishing, Editing, and Lexicography",definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,Language Education and Assessment,definition
LING.9,Languages & Linguistics,Professional Practice & Career Paths,Industry and Technology Applications,definition
ARTS.1,Arts & Literature,Foundations & Perspectives,Introduction and Overview of Arts and Literature,abstract
ARTS.1,Arts & Literature,Foundations & Perspectives,Historical Perspectives and Evolution of Art and Literature,abstract
ARTS.1,Arts & Literature,Foundations & Perspectives,Philosophy and Aesthetics of Art and Literature,abstract
ARTS.1,Arts & Literature,Foundations & Perspectives,Cultural Influences and Contexts,abstract
ARTS.1,Arts & Literature,Foundations & Perspectives,Roles and Functions of Art and Literature,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Aesthetic Theory and Criticism,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Literary Theory and Hermeneutics,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Principles of Visual Arts,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Principles of Performing Arts,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Principles of Literary Form and Narrative,abstract
ARTS.2,Arts & Literature,Core Elements & Theoretical Foundations,Interdisciplinary Theories and Criticism,abstract
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Literary History and Movements,abstract
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Art History and Movements,abstract
ARTS.3,Arts & Literature,Historical & Cultural Surveys,"Performing Arts History (Music, Theatre, Dance)",abstract
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Cultural and Cross-Cultural Arts,abstract
ARTS.3,Arts & Literature,Historical & Cultural Surveys,Comparative Literature and Global Traditions,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Creative Writing and Literary Production,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Artistic Practice and Studio Methods,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Performing Arts Techniques and Performance,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Music Composition and Theory,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Media and Digital Arts,abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,"Exhibition, Publication, and Curation",abstract
ARTS.4,Arts & Literature,Practical Approaches & Creative Processes,Artistic Entrepreneurship and Industry,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Methodologies for Arts and Literary Research,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Critical Essays and Thematic Studies,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Cultural Studies and Media Analysis,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Interdisciplinary and Intermedial Studies,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Digital Humanities and Data Analysis,abstract
ARTS.5,Arts & Literature,Research & Critical Engagement,Contemporary Debates and Art Criticism,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Career Paths in Arts and Literature,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Professional Development and Networking,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Intellectual Property and Copyright,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Grant Writing and Funding,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Innovation and Interdisciplinary Futures,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Community Engagement and Social Practice,abstract
ARTS.6,Arts & Literature,Professional Practice & Future Directions,Technology and New Media,abstract
PSYC.1,Psychology & Cognitive Science,Foundations & Overview,Introduction to Psychology and Cognitive Science,definition
PSYC.1,Psychology & Cognitive Science,Foundations & Overview,Historical Background and Key Figures,definition
PSYC.1,Psychology & Cognitive Science,Foundations & Overview,Scientific Methods and Research Design,definition
PSYC.1,Psychology & Cognitive Science,Foundations & Overview,Philosophy of Mind and Consciousness,definition
PSYC.1,Psychology & Cognitive Science,Foundations & Overview,Biological and Physiological Bases,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Biological Psychology and Neuroscience,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Cognitive Psychology and Perception,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Developmental Psychology and Lifespan,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Social Psychology and Group Dynamics,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Personality Psychology and Individual Differences,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Clinical and Counseling Psychology,definition
PSYC.2,Psychology & Cognitive Science,Major Branches of Psychology,Comparative and Evolutionary Psychology,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Cognitive Neuroscience and Brain Mapping,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Computational Modeling and Artificial Intelligence,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Psycholinguistics and Neurolinguistics,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Decision Making and Problem Solving,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Learning and Memory,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Attention and Cognitive Control,definition
PSYC.3,Psychology & Cognitive Science,Core Areas of Cognitive Science,Emotion and Motivation,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Educational Psychology and Learning Sciences,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Industrial-Organizational Psychology and Human Resources,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Health Psychology and Behavioral Medicine,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Forensic and Legal Psychology,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Environmental Psychology and Urban Studies,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Human Factors and Ergonomics,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Sports and Performance Psychology,definition
PSYC.4,Psychology & Cognitive Science,Applied Psychology & Cognitive Science,Consumer and Marketing Psychology,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Neuropsychology and Psychophysiology,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Cultural and Cross-Cultural Psychology,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Consciousness Studies and Phenomenology,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Positive Psychology and Well-being,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Evolutionary Cognitive Science and Biopsychology,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Systems and Dynamical Approaches,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Embodied Cognition and Enactivism,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,AI and Machine Learning in Cognitive Research,definition
PSYC.5,Psychology & Cognitive Science,Interdisciplinary & Emerging Topics,Virtual Reality and Immersive Technologies,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Quantitative and Statistical Methods,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Experimental Design and Laboratory Methods,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Qualitative and Mixed Methods,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Neuroimaging and Electrophysiology,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Psychometric Testing and Assessment,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Computational Models and Simulation,definition
PSYC.6,Psychology & Cognitive Science,Research Methods & Analysis,Ethical Considerations and Open Science,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Clinical Practice and Mental Health Services,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Education and Training Pathways,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Research Careers and Academia,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Ethics and Professional Standards,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Public Policy and Advocacy,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Technology and Innovations,definition
PSYC.7,Psychology & Cognitive Science,Professional Practice & Future Directions,Future Directions and Societal Impact,definition
ENV.1,Environmental Science & Sustainability,Foundations & Core Concepts,Introduction and Overview of Environmental Science and Sustainability,definition
ENV.1,Environmental Science & Sustainability,Foundations & Core Concepts,"Basic Scientific Principles (Thermodynamics, Ecology, Geochemistry)",definition
ENV.1,Environmental Science & Sustainability,Foundations & Core Concepts,"Key Environmental Concepts (Ecosystems, Biodiversity, Energy Flows, Nutrient Cycles)",definition
ENV.1,Environmental Science & Sustainability,Foundations & Core Concepts,Systems Thinking and Modeling,definition
ENV.1,Environmental Science & Sustainability,Foundations & Core Concepts,Interdisciplinary Integration,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Atmospheric Science and Climate,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Hydrosphere and Water Resources,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Geology and Soils,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Biogeochemical Cycles,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Oceanography and Marine Systems,definition
ENV.2,Environmental Science & Sustainability,Earth Systems & Natural Processes,Extreme Events and Natural Hazards,definition
ENV.3,Environmental Science & Sustainability,Ecology & Biodiversity,"Fundamentals of Ecology (Populations, Communities, Ecosystems)",definition
ENV.3,Environmental Science & Sustainability,Ecology & Biodiversity,Biodiversity and Conservation Biology,definition
ENV.3,Environmental Science & Sustainability,Ecology & Biodiversity,Landscape Ecology and Biogeography,definition
ENV.3,Environmental Science & Sustainability,Ecology & Biodiversity,Restoration Ecology and Invasive Species,definition
ENV.3,Environmental Science & Sustainability,Ecology & Biodiversity,Ecosystem Services and Human Well-being,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Pollution and Waste Management,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Climate Change Impacts and Mitigation,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Resource Depletion and Sustainable Use,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Population Dynamics and Consumption,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Urbanization and Land Use Change,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Food Systems and Agriculture,definition
ENV.4,Environmental Science & Sustainability,Human Impacts & Environmental Challenges,Environmental Justice and Social Dimensions,definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,Principles of Sustainability and Sustainable Development Goals,definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,"Renewable Energy Technologies (Solar, Wind, Hydro, Geothermal)",definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,"Sustainable Resource Management (Water, Forests, Soil, Fisheries)",definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,Sustainable Agriculture and Food Systems,definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,Circular Economy and Waste Reduction,definition
ENV.5,Environmental Science & Sustainability,Sustainability & Renewable Solutions,Environmental Design and Green Architecture,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",Environmental Law and Policy Frameworks,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",Environmental Management and Planning,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",Ethical and Social Dimensions,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",Environmental Economics and Ecosystem Valuation,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",International Agreements and Global Governance,definition
ENV.6,Environmental Science & Sustainability,"Environmental Policy, Management & Ethics",Stakeholder Engagement and Community-based Approaches,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Experimental and Field Research Methods,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Remote Sensing and GIS,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Data Analysis and Modeling,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Interdisciplinary and Participatory Research,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Citizen Science and Environmental Monitoring,definition
ENV.7,Environmental Science & Sustainability,Research Methods & Technological Tools,Innovations and Green Technologies,definition
ENV.8,Environmental Science & Sustainability,Future Directions & Global Trends,Innovative Solutions and Green Technologies,definition
ENV.8,Environmental Science & Sustainability,Future Directions & Global Trends,Global Environmental Challenges and Cooperation,definition
ENV.8,Environmental Science & Sustainability,Future Directions & Global Trends,Education and Advocacy,definition
ENV.8,Environmental Science & Sustainability,Future Directions & Global Trends,Resilience and Adaptation Strategies,definition
ENV.8,Environmental Science & Sustainability,Future Directions & Global Trends,Planetary Health and the Anthropocene,definition
